match_id,my_team,team1_gold,team2_gold,gold_diff,gold_leading_team,my_team_ahead_gold,team1_kills,team2_kills,kill_diff,kill_leading_team,my_team_ahead_kills,tower_fb,drake_fb,herald_fb,my_team_win,winner
LA1_1719607160,200,17627,17562,-65,100,False,6,7,1,200,False,200.0,200.0,200,True,200
LA1_1719521879,200,16682,18970,2288,200,True,5,9,4,200,False,100.0,100.0,100,False,100
LA1_1718668936,200,17403,21599,4196,200,True,5,14,9,200,False,100.0,200.0,100,True,200
LA1_1718655514,200,16915,18135,1220,200,True,5,7,2,200,False,100.0,200.0,200,False,100
LA1_1718683115,100,18136,18948,-812,200,False,6,8,-2,200,False,200.0,200.0,200,True,100
LA1_1718664644,200,17665,17248,-417,100,False,5,4,-1,100,True,200.0,100.0,200,False,100
LA1_1718658642,200,18018,15539,-2479,100,False,9,3,-6,100,True,200.0,100.0,100,True,200
LA1_1719741097,100,19140,17697,1443,100,True,7,7,0,0,False,100.0,200.0,200.0,True,100
LA1_1719758863,200,18065,16206,-1859,100,False,5,4,-1,100,True,200.0,100.0,200.0,False,100
LA1_1719756460,100,15346,16279,-933,200,False,4,9,-5,200,False,,100.0,,False,200
LA1_1717872579,100,18159,18268,-109,200,False,8,10,-2,200,False,200.0,200.0,100,True,100
LA1_1718132203,100,20101,18529,1572,100,True,10,7,3,100,True,200.0,100.0,100,False,200
LA1_1718134009,100,17191,14933,2258,100,True,6,1,5,100,True,200.0,100.0,300,True,100
LA1_1717869274,100,19112,18666,446,100,True,9,7,2,100,True,200.0,100.0,100,True,100
LA1_1718126394,100,15580,18249,-2669,200,False,4,6,-2,200,False,200.0,200.0,100,True,100
LA1_1719550736,200,18029,17808,-221,100,False,8,5,-3,100,True,100.0,100.0,100.0,True,200
LA1_1719565883,200,17248,15581,-1667,100,False,4,1,-3,100,True,,100.0,,False,100
LA1_1719558695,100,17772,15338,2434,100,True,5,4,1,100,True,200.0,100.0,200.0,True,100
