match_id,my_team,team1_gold,team2_gold,gold_diff,gold_leading_team,my_team_ahead_gold,team1_kills,team2_kills,kill_diff,kill_leading_team,my_team_ahead_kills,my_team_win,winner
LA1_1718554202,100,16390,18698,-2308,200,False,7,10,-3,200,False,False,200
LA1_1717600813,100,18175,16123,2052,100,False,7,3,4,100,True,True,100
LA1_1715930912,200,17646,18907,1261,200,False,6,11,5,200,False,False,100
LA1_1717847825,100,17576,18658,-1082,200,False,7,7,0,0,False,False,200
LA1_1717948554,100,19244,18822,422,100,False,11,10,1,100,True,True,100
LA1_1717982031,100,19471,17570,1901,100,False,12,5,7,100,True,True,100
LA1_1716197191,100,18381,19138,-757,200,False,9,9,0,0,False,True,100
LA1_1716169584,200,16450,16490,40,200,False,4,1,-3,100,True,True,200
LA1_1716209247,200,18160,16619,-1541,100,False,7,5,-2,100,True,True,200
LA1_1716175508,100,19800,17164,2636,100,False,10,5,5,100,True,True,100
LA1_1716165414,200,18833,19890,1057,200,False,10,10,0,0,False,False,100
LA1_1718233492,100,16815,16304,511,100,False,3,2,1,100,True,True,100
LA1_1716184800,100,17064,18618,-1554,200,False,5,8,-3,200,False,False,200
LA1_1717967180,200,16751,19930,3179,200,False,7,12,5,200,False,True,200
LA1_1717958087,100,14801,19169,-4368,200,False,2,10,-8,200,False,False,200
LA1_1718224452,100,17308,16754,554,100,False,5,5,0,0,False,False,200
LA1_1718857908,100,20020,17152,2868,100,False,12,5,7,100,True,True,100
LA1_1718870465,200,17652,17321,-331,100,False,6,7,1,200,False,True,200
LA1_1718905250,100,18562,18061,501,100,False,7,5,2,100,True,False,200
LA1_1718795862,100,17739,18635,-896,200,False,7,9,-2,200,False,False,200
LA1_1718913091,100,16928,18007,-1079,200,False,3,4,-1,200,False,True,100
LA1_1718784639,200,15528,18128,2600,200,False,0,5,5,200,False,True,200
LA1_1718779238,100,16753,17918,-1165,200,False,4,9,-5,200,False,False,200
LA1_1718891862,200,18825,17499,-1326,100,False,7,8,1,200,False,False,100
LA1_1718883364,100,16323,19485,-3162,200,False,3,10,-7,200,False,False,200
LA1_1718740957,200,15192,17430,2238,200,False,3,9,6,200,False,True,200
LA1_1718842483,200,18065,19192,1127,200,False,7,11,4,200,False,False,100
LA1_1718615160,100,20740,18221,2519,100,False,11,8,3,100,True,False,200
LA1_1718664830,200,16756,19923,3167,200,False,5,12,7,200,False,True,200
LA1_1718682910,100,17924,19226,-1302,200,False,7,9,-2,200,False,False,200
LA1_1718679665,200,20143,16935,-3208,100,False,13,6,-7,100,True,False,100
LA1_1718607083,100,18239,16661,1578,100,False,8,6,2,100,True,True,100
LA1_1718673198,200,15581,20256,4675,200,False,3,12,9,200,False,True,200
LA1_1718588944,100,16193,18462,-2269,200,False,3,7,-4,200,False,False,200
LA1_1718658642,200,18018,15539,-2479,100,False,9,3,-6,100,True,True,200
LA1_1718652319,200,16364,18531,2167,200,False,4,7,3,200,False,True,200
LA1_1718655514,200,16915,18135,1220,200,False,5,7,2,200,False,False,100
LA1_1718692665,200,16063,18175,2112,200,False,2,7,5,200,False,False,100
LA1_1718362844,200,19402,17957,-1445,100,False,10,6,-4,100,True,True,200
